"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales"
2012-12-09,12,141,18.42,"No",40191
2012-12-10,7,62,13.28,"No",35685
2012-12-11,9,69,13.6,"No",44138
2012-12-12,11,80,13.96,"No",39141
2012-12-13,15,76,11.7,"No",36820
2012-12-14,20,98,20.08,"No",37511
2012-12-15,21,197,19.7,"No",37334
2012-12-16,13,159,19.57,"No",36065
2012-12-17,11,114,18.95,"No",34267
2012-12-18,8,111,15.46,"No",37227
2012-12-19,9,144,20.43,"No",36159
2012-12-20,15,144,17.77,"No",44492
2012-12-21,17,174,19.61,"No",42318
2012-12-22,16,258,21.57,"No",55069
2012-12-23,23,258,18.79,"No",49609
2012-12-24,14,120,23.08,"No",35507
2012-12-25,0,0,0,"No",0
2012-12-26,13,250,20.22,"No",34214
2012-12-27,16,144,21.04,"No",35652
2012-12-28,16,147,13.11,"No",36700
2012-12-29,12,168,13.64,"No",37808
2012-12-30,12,160,18.6,"No",34815
2012-12-31,11,135,14.52,"No",40956
2013-01-01,9,78,19.25,"No",29304
2013-01-02,7,103,14.51,"No",31604
2013-01-03,12,75,21.65,"No",27187
2013-01-04,14,76,18.34,"No",31037
2013-01-05,12,109,18.44,"No",29755
2013-01-06,15,72,16.42,"No",30546
2013-01-07,5,55,18.96,"No",27229
2013-01-08,6,42,13.75,"No",27821
2013-01-09,8,54,16.12,"No",21255
2013-01-10,12,49,18.21,"No",26235
2013-01-11,13,63,17.13,"No",25403
2013-01-12,10,94,18.78,"No",28962
2013-01-13,10,77,16.77,"No",29380
2013-01-14,11,43,19.99,"No",23675
2013-01-15,7,48,16.86,"No",26425
2013-01-16,6,46,13.61,"No",21943
2013-01-17,11,45,15.76,"No",24318
2013-01-18,16,63,12.35,"No",20963
2013-01-19,33,347,15.33,"Yes",48331
2013-01-20,30,273,18.28,"Yes",35202
2013-01-21,17,199,13.35,"Yes",35368
2013-01-22,6,34,17.64,"No",20781
2013-01-23,6,42,16.01,"No",20142
2013-01-24,11,36,10.05,"No",20854
2013-01-25,12,37,11.17,"No",18346
2013-01-26,7,76,9.09,"No",23188
2013-01-27,12,62,14.93,"No",17088
2013-01-28,5,27,15.44,"No",13613
2013-01-29,10,30,8.09,"No",18932
2013-01-30,7,36,9.43,"No",17124
2013-01-31,10,49,7.9,"No",20210
2013-02-01,9,59,11.79,"No",20601
2013-02-02,12,97,8.39,"No",18602
2013-02-03,5,53,7.36,"No",16283
2013-02-04,5,40,10.16,"No",18974
2013-02-05,5,40,7.34,"No",14330
2013-02-06,7,39,6.72,"No",15409
2013-02-07,12,39,12.48,"No",18231
2013-02-08,15,65,17.31,"No",21535
2013-02-09,9,111,16.57,"No",18787
2013-02-10,10,80,17.27,"No",19322
2013-02-11,8,48,15.21,"No",18048
2013-02-12,9,50,11.98,"No",20955
2013-02-13,7,48,15.99,"No",16961
2013-02-14,8,64,10.61,"No",23379
2013-02-15,16,66,10.63,"No",19732
2013-02-16,26,404,11.9,"Yes",57469
2013-02-17,18,306,12.01,"Yes",39140
2013-02-18,17,257,14.36,"Yes",42204
2013-02-19,9,32,11.87,"No",19055
2013-02-20,7,40,13.17,"No",15162
2013-02-21,10,34,9.83,"No",15007
2013-02-22,16,47,10.32,"No",16734
2013-02-23,12,81,10.79,"No",23982
2013-02-24,7,57,7.87,"No",18991
2013-02-25,10,35,7.77,"No",17453
2013-02-26,6,32,8.15,"No",19972
2013-02-27,6,35,8.54,"No",17067
2013-02-28,12,40,11.31,"No",18531
2013-03-01,9,56,8.56,"No",23572
2013-03-02,12,85,7.5,"No",20119
2013-03-03,10,56,9.15,"No",19643
2013-03-04,11,38,6.59,"No",16094
2013-03-05,5,31,9.28,"No",17302
2013-03-06,5,35,10.14,"No",21138
2013-03-07,9,38,9.31,"No",19282
2013-03-08,9,47,12.75,"No",20655
2013-03-09,12,99,8.78,"No",22430
2013-03-10,22,69,10.51,"No",22805
2013-03-11,6,38,11.01,"No",19615
2013-03-12,7,35,10.32,"No",18497
2013-03-13,7,40,9.3,"No",17354
2013-03-14,12,46,11.07,"No",24431
2013-03-15,12,62,9.69,"No",19185
2013-03-16,12,110,14.17,"No",23715
2013-03-17,15,78,17.13,"No",23719
2013-03-18,5,48,6.79,"No",18901
2013-03-19,7,38,8.48,"No",18208
2013-03-20,7,47,6.71,"No",20766
2013-03-21,12,51,7.37,"No",20288
2013-03-22,16,69,9.77,"No",23676
2013-03-23,14,94,7.04,"No",22951
2013-03-24,11,72,6.88,"No",23069
2013-03-25,8,57,8.69,"No",20899
2013-03-26,5,53,9.72,"No",18040
2013-03-27,8,56,8.47,"No",17260
2013-03-28,12,60,7.01,"No",21592
2013-03-29,12,83,8.27,"No",21703
2013-03-30,12,106,8.12,"No",33513
2013-03-31,4,0,6.8,"No",14288
2013-04-01,7,57,9.42,"No",22473
2013-04-02,6,50,6.65,"No",23490
2013-04-03,10,58,6.62,"No",23438
2013-04-04,11,58,8.15,"No",21674
2013-04-05,10,85,10.93,"No",28739
2013-04-06,10,105,8.81,"No",27767
2013-04-07,8,73,9.61,"No",21785
2013-04-08,7,44,8.55,"No",20680
2013-04-09,7,34,10.72,"No",18672
2013-04-10,8,35,8.8,"No",16903
2013-04-11,11,45,7.26,"No",21715
2013-04-12,10,64,10.14,"No",18779
2013-04-13,16,96,9.53,"No",22361
2013-04-14,8,76,10.37,"No",18893
2013-04-15,6,30,9.06,"No",16660
2013-04-16,10,35,7.88,"No",17146
2013-04-17,7,41,8.87,"No",23210
2013-04-18,14,39,12.14,"No",15889
2013-04-19,11,58,11.05,"No",19228
2013-04-20,12,90,10.76,"No",22565
2013-04-21,12,65,12.61,"No",20618
2013-04-22,6,37,10.62,"No",15990
2013-04-23,5,41,7.42,"No",19208
2013-04-24,8,38,9.78,"No",17074
2013-04-25,10,42,11.15,"No",21908
2013-04-26,15,61,9.49,"No",21723
2013-04-27,8,102,7.19,"No",29389
2013-04-28,10,67,8.33,"No",22893
2013-04-29,7,42,11.13,"No",22014
2013-04-30,5,38,8.15,"No",18474
2013-05-01,6,41,11.68,"No",18477
2013-05-02,9,45,10.74,"No",18816
2013-05-03,8,57,12.37,"No",21863
2013-05-04,9,94,11.24,"No",22743
2013-05-05,9,75,11.36,"No",23589
2013-05-06,5,49,8.86,"No",18976
2013-05-07,5,45,8.4,"No",20451
2013-05-08,5,47,8.36,"No",20288
2013-05-09,12,51,6.45,"No",23911
2013-05-10,11,67,8.63,"No",20301
2013-05-11,11,102,11.05,"No",23750
2013-05-12,9,70,9.28,"No",18213
2013-05-13,5,29,9.78,"No",18346
2013-05-14,6,35,8.68,"No",20971
2013-05-15,7,45,9.2,"No",23246
2013-05-16,9,54,7.86,"No",20305
2013-05-17,9,80,9.14,"No",24500
2013-05-18,11,103,6.11,"No",26562
2013-05-19,9,77,7.17,"No",23039
2013-05-20,5,43,8.1,"No",19264
2013-05-21,6,42,5.66,"No",22327
2013-05-22,6,49,8.19,"No",17738
2013-05-23,12,70,10.32,"No",20688
2013-05-24,12,81,11.88,"No",22823
2013-05-25,21,469,12.99,"Yes",43329
2013-05-26,25,311,12.31,"Yes",36704
2013-05-27,20,321,16.42,"Yes",43562
2013-05-28,9,48,14.7,"No",19662
2013-05-29,8,48,14.19,"No",18976
2013-05-30,9,45,8.62,"No",22038
2013-05-31,8,66,10.3,"No",17998
2013-06-01,9,106,10.28,"No",20069
2013-06-02,9,81,11.41,"No",25982
2013-06-03,6,53,9.2,"No",19978
2013-06-04,6,49,10.98,"No",19521
2013-06-05,6,52,9,"No",24727
2013-06-06,15,55,10.07,"No",22809
2013-06-07,8,66,10.75,"No",18028
2013-06-08,11,105,12.15,"No",27359
2013-06-09,17,71,10.91,"No",21297
2013-06-10,6,47,9.57,"No",19128
2013-06-11,6,50,9.34,"No",17495
2013-06-12,5,47,12.23,"No",16088
2013-06-13,11,62,15.07,"No",21370
2013-06-14,9,69,10.88,"No",25249
2013-06-15,15,108,11.95,"No",21281
2013-06-16,8,62,9.16,"No",18923
2013-06-17,6,42,14.25,"No",21179
2013-06-18,6,52,13.83,"No",20187
2013-06-19,6,53,12.74,"No",20714
2013-06-20,8,53,9.57,"No",18649
2013-06-21,9,73,11.31,"No",20777
2013-06-22,8,93,13.37,"No",19690
2013-06-23,9,67,12.47,"No",20854
2013-06-24,5,50,12.87,"No",19383
2013-06-25,7,47,13.3,"No",18526
2013-06-26,7,57,11.27,"No",22541
2013-06-27,6,59,14.75,"No",18546
2013-06-28,9,69,13.72,"No",21656
2013-06-29,9,102,14.91,"No",21778
2013-06-30,8,88,15.59,"No",22092
2013-07-01,4,62,14.51,"No",20502
2013-07-02,6,70,16.92,"No",22415
2013-07-03,7,76,14.1,"No",18765
2013-07-04,12,90,14.85,"No",23283
2013-07-05,10,99,16.28,"No",23152
2013-07-06,9,119,15.34,"No",28530
2013-07-07,10,86,11.37,"No",19292
2013-07-08,6,62,13.18,"No",18892
2013-07-09,7,63,12.77,"No",21997
2013-07-10,6,66,11.78,"No",19115
2013-07-11,5,64,14.11,"No",22907
2013-07-12,8,76,13.46,"No",19957
2013-07-13,9,102,11.84,"No",21327
2013-07-14,7,79,12.7,"No",18700
2013-07-15,5,66,11.85,"No",22121
2013-07-16,6,77,11.36,"No",21916
2013-07-17,4,69,13.08,"No",17153
2013-07-18,9,70,14.39,"No",19435
2013-07-19,9,73,13.29,"No",24031
2013-07-20,11,105,10.78,"No",23415
2013-07-21,11,83,10.94,"No",21392
2013-07-22,7,72,8.34,"No",16639
2013-07-23,9,70,6.71,"No",21651
2013-07-24,8,70,8.77,"No",22029
2013-07-25,10,58,9.73,"No",20006
2013-07-26,11,74,8.77,"No",22226
2013-07-27,9,101,9.1,"No",27100
2013-07-28,13,58,9.65,"No",21908
2013-07-29,5,58,6.68,"No",22206
2013-07-30,6,55,9.8,"No",18589
2013-07-31,6,64,7.4,"No",16500
2013-08-01,12,75,10.67,"No",23034
2013-08-02,9,72,10.07,"No",19503
2013-08-03,9,95,7.14,"No",24573
2013-08-04,7,85,6.55,"No",21763
2013-08-05,6,57,7.18,"No",18817
2013-08-06,6,53,9.2,"No",17052
2013-08-07,6,57,7.9,"No",16251
2013-08-08,10,64,10.79,"No",18796
2013-08-09,15,74,15.48,"No",18505
2013-08-10,13,96,11.94,"No",21523
2013-08-11,10,75,13.82,"No",21794
2013-08-12,9,55,12.67,"No",18718
2013-08-13,9,64,14.07,"No",23851
2013-08-14,7,55,8.1,"No",22700
2013-08-15,10,54,11.18,"No",19583
2013-08-16,10,67,8.12,"No",16651
2013-08-17,9,98,8.98,"No",21825
2013-08-18,8,64,9.87,"No",20530
2013-08-19,5,55,13.11,"No",17560
2013-08-20,5,48,10.09,"No",15996
2013-08-21,8,60,12.76,"No",19831
2013-08-22,7,57,13.66,"No",18023
2013-08-23,10,62,10.16,"No",21924
2013-08-24,13,95,13.55,"No",20750
2013-08-25,13,75,14.07,"No",20290
2013-08-26,6,52,13.57,"No",17848
2013-08-27,6,47,13.75,"No",19680
2013-08-28,6,47,13.96,"No",21767
2013-08-29,10,54,11.01,"No",18655
2013-08-30,8,66,11.33,"No",23314
2013-08-31,11,106,15.68,"No",21575
2013-09-01,8,85,12.26,"No",20493
2013-09-02,7,95,10.94,"No",23388
2013-09-03,6,38,11.01,"No",18720
2013-09-04,7,34,12.83,"No",16815
2013-09-05,8,38,11.45,"No",14481
2013-09-06,7,49,8.38,"No",21124
2013-09-07,10,76,12.42,"No",17196
2013-09-08,8,56,12.85,"No",19685
2013-09-09,6,41,10.31,"No",16831
2013-09-10,5,34,12.1,"No",17357
2013-09-11,14,156,8.46,"Yes",32943
2013-09-12,20,172,11.07,"Yes",26609
2013-09-13,28,228,9.72,"Yes",36618
2013-09-14,11,78,12.15,"No",18846
2013-09-15,8,63,8.21,"No",17287
2013-09-16,4,51,9.14,"No",20382
2013-09-17,8,42,15.82,"No",16844
2013-09-18,7,39,8.09,"No",19174
2013-09-19,12,42,9,"No",15811
2013-09-20,11,66,13.73,"No",19010
2013-09-21,11,83,14.36,"No",23716
2013-09-22,8,62,12.64,"No",16004
2013-09-23,7,38,13.03,"No",17996
2013-09-24,5,39,7.04,"No",17701
2013-09-25,10,41,13.12,"No",16059
2013-09-26,15,45,9.71,"No",16572
2013-09-27,4,59,11.9,"No",17219
2013-09-28,12,91,7.68,"No",20747
2013-09-29,10,58,11.96,"No",18037
2013-09-30,5,31,9.56,"No",17919
2013-10-01,5,31,10.55,"No",15779
2013-10-02,8,38,8.11,"No",14183
2013-10-03,8,48,13.68,"No",21327
2013-10-04,10,64,11.44,"No",17309
2013-10-05,11,106,12.66,"No",22613
2013-10-06,7,69,11.14,"No",20243
2013-10-07,7,39,11.11,"No",18895
2013-10-08,3,42,9.9,"No",17989
2013-10-09,7,45,11.76,"No",17804
2013-10-10,8,54,12.93,"No",17829
2013-10-11,14,71,14.32,"No",21198
2013-10-12,25,400,14.69,"Yes",45346
2013-10-13,20,312,10.94,"Yes",35057
2013-10-14,18,182,11.2,"Yes",28245
2013-10-15,4,42,13.24,"No",18024
2013-10-16,6,45,11.9,"No",18809
2013-10-17,9,41,11.34,"No",20986
2013-10-18,11,56,9.76,"No",23233
2013-10-19,14,85,10.38,"No",26960
2013-10-20,8,64,10.02,"No",16240
2013-10-21,5,32,13.46,"No",17058
2013-10-22,5,34,7.72,"No",16086
2013-10-23,7,43,8.9,"No",19568
2013-10-24,15,45,9.57,"No",21657
2013-10-25,15,72,15.28,"No",25420
2013-10-26,8,92,10.2,"No",28210
2013-10-27,6,66,10.53,"No",17558
2013-10-28,7,46,11.11,"No",20271
2013-10-29,5,46,7.76,"No",21019
2013-10-30,7,40,7.2,"No",20218
2013-10-31,11,31,7.3,"No",22810
2013-11-01,12,53,11.08,"No",22336
2013-11-02,13,84,13.09,"No",29731
2013-11-03,14,74,14.97,"No",25045
2013-11-04,5,35,8.29,"No",24041
2013-11-05,10,42,9.23,"No",20196
2013-11-06,11,40,10.93,"No",23953
2013-11-07,11,40,13.16,"No",25378
2013-11-08,9,71,8.03,"No",26193
2013-11-09,35,410,9.93,"Yes",46102
2013-11-10,37,314,15.01,"Yes",57767
2013-11-11,20,283,14.01,"Yes",39739
2013-11-12,8,45,12.98,"No",27361
2013-11-13,6,42,8.52,"No",23350
2013-11-14,8,49,14.61,"No",23226
2013-11-15,13,62,13.61,"No",19370
2013-11-16,9,115,9.85,"No",28363
2013-11-17,11,86,11.56,"No",32998
2013-11-18,5,49,9.66,"No",26276
2013-11-19,8,42,17.19,"No",23147
2013-11-20,9,43,13.44,"No",22661
2013-11-21,12,51,11.47,"No",26975
2013-11-22,12,67,13.28,"No",25143
2013-11-23,17,141,16.96,"No",53389
2013-11-24,22,98,13.09,"No",36169
2013-11-25,9,54,15.44,"No",33380
2013-11-26,8,53,14.69,"No",29156
2013-11-27,13,108,25.16,"No",34569
2013-11-28,23,242,20.53,"No",40939
2013-11-29,51,504,22.69,"No",70131
2013-11-30,10,163,25.59,"No",39557
2013-12-01,14,116,18.94,"No",33430
2013-12-02,9,55,14.79,"No",36579
2013-12-03,7,42,17.33,"No",33098
2013-12-04,6,62,16.78,"No",31584
2013-12-05,10,55,19.76,"No",33472
2013-12-06,13,77,13.52,"No",36670
2013-12-07,18,118,16.42,"No",40680
2013-12-08,12,112,17.44,"No",29778
2013-12-09,7,58,15.79,"No",27520
2013-12-10,8,61,20.81,"No",34139
2013-12-11,8,70,17.5,"No",34852
2013-12-12,15,76,14.46,"No",30359
2013-12-13,11,91,16.05,"No",36455
2013-12-14,22,192,29.26,"No",39862
2013-12-15,8,141,25.25,"No",36867
2013-12-16,10,87,20.86,"No",36291
2013-12-17,8,87,17.9,"No",34024
2013-12-18,10,117,19.86,"No",39117
2013-12-19,15,105,19.51,"No",30997
2013-12-20,9,147,19.94,"No",37047
2013-12-21,15,213,24.86,"No",33946
2013-12-22,14,222,22.92,"No",44193
2013-12-23,6,198,20.29,"No",37183
2013-12-24,8,98,22.92,"No",27769
2013-12-25,0,0,0,"No",0
2013-12-26,15,198,17.97,"No",44383
2013-12-27,14,129,20.94,"No",31473
2013-12-28,10,169,18.1,"No",33082
2013-12-29,10,135,23.09,"No",30948
2013-12-30,9,161,16.38,"No",29853
2013-12-31,9,126,18.01,"No",27408
2014-01-01,6,74,20.72,"No",24426
2014-01-02,11,82,18.46,"No",27345
2014-01-03,9,84,13.54,"No",29828
2014-01-04,10,103,21.63,"No",30434
2014-01-05,9,64,19.34,"No",25003
2014-01-06,5,45,22.58,"No",23490
2014-01-07,6,44,19.7,"No",23457
2014-01-08,8,45,20.01,"No",25222
2014-01-09,8,48,17.97,"No",23404
2014-01-10,10,59,16.75,"No",25015
2014-01-11,14,86,16.99,"No",20923
2014-01-12,10,69,19.85,"No",21525
2014-01-13,4,40,14.53,"No",23103
2014-01-14,5,44,18.39,"No",18962
2014-01-15,7,44,16.23,"No",21511
2014-01-16,10,44,18.59,"No",19983
2014-01-17,8,49,17,"No",23572
2014-01-18,14,330,18.2,"Yes",44734
2014-01-19,21,221,18.35,"Yes",27621
2014-01-20,15,198,19.76,"Yes",33357
2014-01-21,6,36,13.75,"No",19149
2014-01-22,5,41,16.3,"No",18162
2014-01-23,9,37,13.4,"No",18322
2014-01-24,8,59,15.18,"No",17856
2014-01-25,11,79,14.65,"No",22286
2014-01-26,10,72,12.84,"No",17725
2014-01-27,6,36,17.95,"No",15893
2014-01-28,7,40,10.89,"No",17835
2014-01-29,4,40,15.7,"No",14361
2014-01-30,11,38,13.33,"No",13556
2014-01-31,10,44,7.59,"No",13370
2014-02-01,9,78,10.37,"No",18657
2014-02-02,7,44,10.92,"No",13645
2014-02-03,6,36,6.09,"No",14549
2014-02-04,5,25,10.38,"No",13891
2014-02-05,5,28,8.72,"No",13455
2014-02-06,8,31,11.6,"No",12865
2014-02-07,9,50,12.34,"No",15574
2014-02-08,16,94,12.14,"No",18417
2014-02-09,11,67,9.46,"No",20097
2014-02-10,10,34,6.39,"No",12838
2014-02-11,6,44,11.64,"No",16631
2014-02-12,6,46,12.29,"No",13647
2014-02-13,9,61,8.44,"No",17997
2014-02-14,10,82,8.76,"No",16904
2014-02-15,27,303,14.05,"Yes",34183
2014-02-16,23,268,12.36,"Yes",32607
2014-02-17,14,206,10.72,"Yes",26286
2014-02-18,9,31,10.67,"No",12490
2014-02-19,6,41,11.22,"No",17922
2014-02-20,7,33,14.01,"No",14285
2014-02-21,12,44,13.19,"No",15622
2014-02-22,10,79,10.5,"No",18265
2014-02-23,7,53,8.52,"No",13997
2014-02-24,6,28,9.11,"No",13689
2014-02-25,5,31,11.82,"No",17019
2014-02-26,5,33,11.47,"No",16634
2014-02-27,8,30,8.04,"No",12445
2014-02-28,9,39,7.38,"No",16335
2014-03-01,9,68,8.71,"No",17062
2014-03-02,11,54,6.53,"No",19403
2014-03-03,5,33,8.76,"No",16336
2014-03-04,4,31,7.8,"No",14575
2014-03-05,6,34,8.7,"No",18259
2014-03-06,11,36,7.72,"No",17357
2014-03-07,7,43,14.5,"No",13183
2014-03-08,11,77,10.53,"No",21100
2014-03-09,12,55,11.97,"No",16600
2014-03-10,9,35,9.04,"No",18199
2014-03-11,4,31,7.6,"No",14524
2014-03-12,7,35,8.05,"No",17472
2014-03-13,8,38,11.88,"No",14326
2014-03-14,9,63,9.53,"No",19386
2014-03-15,9,94,12.21,"No",18961
2014-03-16,9,70,10.23,"No",19805
2014-03-17,6,42,8.54,"No",19968
2014-03-18,6,36,11.38,"No",18106
2014-03-19,7,46,7.63,"No",18025
2014-03-20,8,43,10.35,"No",15900
2014-03-21,13,59,9.5,"No",21299
2014-03-22,12,93,10,"No",23863
2014-03-23,11,68,11.74,"No",15382
2014-03-24,4,38,9.1,"No",15973
2014-03-25,5,46,12.34,"No",14938
2014-03-26,8,47,9.6,"No",18242
2014-03-27,11,54,11.16,"No",14464
2014-03-28,15,69,15.34,"No",22920
2014-03-29,16,98,13.55,"No",22832
2014-03-30,7,68,15.92,"No",20560
2014-03-31,6,50,7.54,"No",15972
2014-04-01,6,39,12.92,"No",14277
2014-04-02,7,46,8.92,"No",15000
2014-04-03,7,43,12.34,"No",15554
2014-04-04,11,55,12.13,"No",17937
2014-04-05,10,94,11.97,"No",20008
2014-04-06,8,75,10.13,"No",20577
2014-04-07,6,39,10.08,"No",17076
2014-04-08,6,43,9.62,"No",16715
2014-04-09,8,43,10.54,"No",19202
2014-04-10,8,44,11.51,"No",17958
2014-04-11,14,64,8.22,"No",19253
2014-04-12,11,99,8.1,"No",20397
2014-04-13,8,71,10.62,"No",18385
2014-04-14,5,47,7.4,"No",19212
2014-04-15,5,56,8,"No",17678
2014-04-16,8,52,10.35,"No",16510
2014-04-17,11,64,8.32,"No",15194
2014-04-18,15,98,14.67,"No",31237
2014-04-19,12,115,17.76,"No",22523
2014-04-20,5,0,NA,"No",15178
2014-04-21,6,50,17.36,"No",18675
