"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales"
2013-01-10,37,147,16.83,"No",69737
2013-01-11,38,187,15.83,"No",79331
2013-01-12,36,280,17.35,"No",89031
2013-01-13,33,231,15.49,"No",93407
2013-01-14,22,129,18.47,"No",65091
2013-01-15,18,142,15.58,"No",74162
2013-01-16,25,137,12.58,"No",57698
2013-01-17,25,132,14.56,"No",83602
2013-01-18,42,185,11.41,"No",81221
2013-01-19,85,1026,14.16,"Yes",158470
2013-01-20,77,806,16.89,"Yes",107860
2013-01-21,53,589,12.34,"Yes",89920
2013-01-22,21,101,16.3,"No",46705
2013-01-23,15,123,14.8,"No",63246
2013-01-24,32,105,9.29,"No",65406
2013-01-25,34,109,10.32,"No",62256
2013-01-26,24,223,8.4,"No",62727
2013-01-27,40,183,13.8,"No",55214
2013-01-28,19,79,14.27,"No",47465
2013-01-29,31,87,7.48,"No",50359
2013-01-30,22,104,8.72,"No",51822
2013-01-31,27,143,7.3,"No",58230
2013-02-01,28,174,10.89,"No",68048
2013-02-02,36,281,7.75,"No",65177
2013-02-03,18,156,6.8,"No",46463
2013-02-04,21,117,9.39,"No",43802
2013-02-05,14,116,6.79,"No",44982
2013-02-06,18,112,6.21,"No",54021
2013-02-07,28,112,11.53,"No",39233
2013-02-08,36,190,16,"No",57136
2013-02-09,28,322,15.31,"No",67640
2013-02-10,29,232,15.96,"No",62646
2013-02-11,24,137,14.06,"No",51888
2013-02-12,21,146,11.07,"No",58522
2013-02-13,16,137,14.78,"No",52541
2013-02-14,30,184,9.8,"No",52895
2013-02-15,31,192,9.82,"No",47174
2013-02-16,76,1163,11,"Yes",155812
2013-02-17,56,881,11.1,"Yes",135770
2013-02-18,42,739,13.27,"Yes",109483
2013-02-19,22,93,10.97,"No",55050
2013-02-20,24,114,12.17,"No",48088
2013-02-21,34,98,9.08,"No",47331
2013-02-22,42,135,9.54,"No",47501
2013-02-23,46,233,9.97,"No",60330
2013-02-24,22,165,7.27,"No",46444
2013-02-25,26,101,7.18,"No",54205
2013-02-26,15,92,7.53,"No",46611
2013-02-27,20,101,7.89,"No",48287
2013-02-28,45,113,10.45,"No",60919
2013-03-01,27,159,7.91,"No",57251
2013-03-02,25,243,6.93,"No",75306
2013-03-03,26,159,8.46,"No",51458
2013-03-04,27,109,6.09,"No",51761
2013-03-05,20,88,8.57,"No",51724
2013-03-06,16,100,9.37,"No",62918
2013-03-07,26,109,8.6,"No",47226
2013-03-08,26,133,11.79,"No",46874
2013-03-09,28,278,8.12,"No",74794
2013-03-10,62,195,9.72,"No",75218
2013-03-11,14,108,10.17,"No",67678
2013-03-12,19,99,9.54,"No",54757
2013-03-13,24,112,8.6,"No",57463
2013-03-14,44,128,10.23,"No",62036
2013-03-15,40,174,8.95,"No",55702
2013-03-16,37,309,13.09,"No",72162
2013-03-17,34,218,15.83,"No",68069
2013-03-18,20,135,6.27,"No",59324
2013-03-19,14,107,7.83,"No",61777
2013-03-20,17,131,6.2,"No",63108
2013-03-21,30,143,6.81,"No",61319
2013-03-22,48,193,9.03,"No",70011
2013-03-23,42,262,6.5,"No",77313
2013-03-24,29,200,6.36,"No",52505
2013-03-25,27,159,8.03,"No",62659
2013-03-26,18,147,8.99,"No",44887
2013-03-27,24,154,7.82,"No",55907
2013-03-28,27,166,6.48,"No",60303
2013-03-29,41,231,7.65,"No",64454
2013-03-30,26,292,7.5,"No",84927
2013-03-31,11,0,6.28,"No",44513
2013-04-01,17,158,8.7,"No",54638
2013-04-02,15,138,6.14,"No",60785
2013-04-03,26,161,6.12,"No",61005
2013-04-04,37,161,7.53,"No",60064
2013-04-05,23,234,10.1,"No",76913
2013-04-06,28,289,8.14,"No",80747
2013-04-07,27,201,8.88,"No",57345
2013-04-08,15,120,7.91,"No",48803
2013-04-09,16,92,9.91,"No",56522
2013-04-10,23,96,8.13,"No",47574
2013-04-11,33,124,6.71,"No",59646
2013-04-12,30,176,9.37,"No",63640
2013-04-13,30,263,8.81,"No",54429
2013-04-14,27,207,9.59,"No",61693
2013-04-15,18,84,8.38,"No",45471
2013-04-16,24,95,7.28,"No",45733
2013-04-17,22,111,8.2,"No",65114
2013-04-18,35,107,11.22,"No",40984
2013-04-19,29,158,10.21,"No",48461
2013-04-20,32,245,9.94,"No",53272
2013-04-21,24,178,11.66,"No",62082
2013-04-22,18,98,9.81,"No",47642
2013-04-23,18,111,6.86,"No",54165
2013-04-24,23,102,9.04,"No",54728
2013-04-25,21,114,10.3,"No",59609
2013-04-26,40,165,8.77,"No",67198
2013-04-27,29,274,6.65,"No",60659
2013-04-28,22,180,7.69,"No",58062
2013-04-29,15,114,10.28,"No",59629
2013-04-30,14,102,7.53,"No",58775
2013-05-01,17,110,10.8,"No",59088
2013-05-02,26,121,9.93,"No",55019
2013-05-03,24,152,11.43,"No",70042
2013-05-04,33,252,10.39,"No",75799
2013-05-05,25,202,10.49,"No",56464
2013-05-06,17,132,8.19,"No",53667
2013-05-07,15,120,7.76,"No",46729
2013-05-08,17,124,7.73,"No",55048
2013-05-09,27,135,5.96,"No",55154
2013-05-10,27,177,7.98,"No",51498
2013-05-11,31,270,10.21,"No",69116
2013-05-12,32,185,8.58,"No",55799
2013-05-13,17,77,9.04,"No",55903
2013-05-14,15,92,8.02,"No",56423
2013-05-15,21,119,8.5,"No",60619
2013-05-16,24,142,7.26,"No",68519
2013-05-17,28,211,8.45,"No",53621
2013-05-18,28,272,5.65,"No",70866
2013-05-19,32,203,6.62,"No",57643
2013-05-20,15,114,7.48,"No",45434
2013-05-21,16,111,5.23,"No",45027
2013-05-22,18,130,7.56,"No",53738
2013-05-23,28,182,9.54,"No",70762
2013-05-24,32,213,10.98,"No",65019
2013-05-25,58,1229,12,"Yes",129930
2013-05-26,65,815,11.37,"Yes",94548
2013-05-27,44,840,15.18,"Yes",97742
2013-05-28,26,124,13.59,"No",49562
2013-05-29,18,124,13.11,"No",46836
2013-05-30,26,117,7.96,"No",55244
2013-05-31,25,173,9.52,"No",65413
2013-06-01,24,274,9.5,"No",62144
2013-06-02,25,210,10.54,"No",70022
2013-06-03,13,139,8.51,"No",49671
2013-06-04,14,128,10.15,"No",53656
2013-06-05,18,135,8.32,"No",57811
2013-06-06,35,142,9.3,"No",53589
2013-06-07,26,172,9.93,"No",62201
2013-06-08,25,272,11.23,"No",55355
2013-06-09,44,182,10.08,"No",56933
2013-06-10,13,123,8.85,"No",53765
2013-06-11,18,130,8.63,"No",58902
2013-06-12,14,122,11.3,"No",47527
2013-06-13,21,159,13.93,"No",39091
2013-06-14,19,178,10.06,"No",66338
2013-06-15,32,277,11.04,"No",72452
2013-06-16,20,159,8.47,"No",63775
2013-06-17,18,107,13.17,"No",49001
2013-06-18,12,133,12.78,"No",37414
2013-06-19,15,136,11.77,"No",52252
2013-06-20,23,136,8.85,"No",60202
2013-06-21,18,187,10.45,"No",52947
2013-06-22,23,238,12.35,"No",54013
2013-06-23,23,172,11.53,"No",50509
2013-06-24,15,128,11.89,"No",52520
2013-06-25,16,120,12.29,"No",50092
2013-06-26,16,146,10.41,"No",57597
2013-06-27,16,149,13.63,"No",56097
2013-06-28,20,175,12.68,"No",46924
2013-06-29,24,259,13.77,"No",58733
2013-06-30,24,222,14.41,"No",55385
2013-07-01,16,156,13.41,"No",44741
2013-07-02,16,177,15.63,"No",60339
2013-07-03,17,192,13.03,"No",51421
2013-07-04,28,228,13.73,"No",59344
2013-07-05,28,249,15.05,"No",52429
2013-07-06,28,299,14.18,"No",58719
2013-07-07,17,217,10.5,"No",53877
2013-07-08,13,155,12.18,"No",52491
2013-07-09,14,159,11.8,"No",54147
2013-07-10,13,165,10.88,"No",56023
2013-07-11,14,161,13.04,"No",50445
2013-07-12,18,190,12.44,"No",51196
2013-07-13,27,254,10.94,"No",50875
2013-07-14,21,197,11.74,"No",46370
2013-07-15,12,164,10.95,"No",53682
2013-07-16,16,192,10.49,"No",64027
2013-07-17,17,171,12.09,"No",43632
2013-07-18,19,174,13.3,"No",55929
2013-07-19,28,181,12.28,"No",60429
2013-07-20,27,263,9.96,"No",45831
2013-07-21,20,206,10.11,"No",47839
2013-07-22,17,177,7.71,"No",47013
2013-07-23,19,173,6.2,"No",49912
2013-07-24,23,173,8.11,"No",46908
2013-07-25,18,144,8.99,"No",44247
2013-07-26,22,184,8.1,"No",58961
2013-07-27,24,250,8.41,"No",60904
2013-07-28,39,144,8.92,"No",43961
2013-07-29,12,144,6.17,"No",53217
2013-07-30,16,137,9.06,"No",52164
2013-07-31,15,158,6.84,"No",47537
2013-08-01,28,186,9.86,"No",55715
2013-08-02,23,178,9.31,"No",57361
2013-08-03,26,234,6.6,"No",51138
2013-08-04,24,209,6.05,"No",48789
2013-08-05,15,139,6.63,"No",51296
2013-08-06,15,129,8.51,"No",51713
2013-08-07,13,139,7.3,"No",44394
2013-08-08,29,156,9.98,"No",50544
2013-08-09,31,181,14.3,"No",45910
2013-08-10,33,236,11.03,"No",53592
2013-08-11,27,183,12.78,"No",58804
2013-08-12,23,135,11.7,"No",39774
2013-08-13,22,155,13,"No",55519
2013-08-14,18,135,7.48,"No",49673
2013-08-15,24,131,10.33,"No",49114
2013-08-16,17,162,7.5,"No",46781
2013-08-17,20,237,8.3,"No",54216
2013-08-18,24,154,9.12,"No",50812
2013-08-19,12,134,12.12,"No",41252
2013-08-20,16,116,9.33,"No",41390
2013-08-21,14,144,11.79,"No",48058
2013-08-22,22,136,12.62,"No",41436
2013-08-23,21,150,9.39,"No",48679
2013-08-24,32,228,12.52,"No",51018
2013-08-25,32,180,13,"No",39849
2013-08-26,12,126,12.54,"No",42755
2013-08-27,12,112,12.7,"No",52448
2013-08-28,15,112,12.9,"No",56799
2013-08-29,20,128,10.17,"No",45157
2013-08-30,27,159,10.47,"No",40892
2013-08-31,24,253,14.49,"No",55755
2013-09-01,19,203,11.33,"No",42003
2013-09-02,15,226,10.11,"No",49234
2013-09-03,14,91,10.17,"No",38580
2013-09-04,16,81,11.86,"No",40779
2013-09-05,28,91,10.58,"No",40200
2013-09-06,21,117,7.74,"No",41521
2013-09-07,26,181,11.48,"No",54134
2013-09-08,28,134,11.87,"No",39474
2013-09-09,12,97,9.53,"No",47425
2013-09-10,15,80,11.18,"No",37989
2013-09-11,35,370,7.82,"Yes",81062
2013-09-12,40,406,10.23,"Yes",78259
2013-09-13,71,539,8.99,"Yes",77871
2013-09-14,22,183,11.23,"No",49614
2013-09-15,23,149,7.59,"No",40887
2013-09-16,13,120,8.45,"No",45380
2013-09-17,23,99,14.62,"No",43350
2013-09-18,18,93,7.48,"No",38693
2013-09-19,25,99,8.32,"No",43556
2013-09-20,26,155,12.69,"No",46276
2013-09-21,26,194,13.27,"No",59841
2013-09-22,21,145,11.68,"No",49698
2013-09-23,23,89,12.05,"No",48900
2013-09-24,16,92,6.5,"No",57468
2013-09-25,22,95,12.13,"No",42379
2013-09-26,29,105,8.97,"No",43503
2013-09-27,9,137,11,"No",52715
2013-09-28,27,212,7.09,"No",59892
2013-09-29,18,134,11.05,"No",48382
2013-09-30,12,72,8.83,"No",37965
2013-10-01,11,71,9.75,"No",39833
2013-10-02,14,88,7.49,"No",45884
2013-10-03,23,111,12.65,"No",55240
2013-10-04,20,149,10.57,"No",44228
2013-10-05,27,246,11.7,"No",54176
2013-10-06,19,158,10.29,"No",37202
2013-10-07,12,91,10.27,"No",37733
2013-10-08,7,97,9.15,"No",49917
2013-10-09,17,103,10.87,"No",39031
2013-10-10,24,126,11.95,"No",50630
2013-10-11,28,164,13.23,"No",41728
2013-10-12,57,918,13.58,"Yes",102486
2013-10-13,40,716,10.11,"Yes",90225
2013-10-14,32,417,10.35,"Yes",74783
2013-10-15,7,96,12.23,"No",34354
2013-10-16,14,102,11,"No",46147
2013-10-17,23,93,10.48,"No",39127
2013-10-18,31,128,9.02,"No",46926
2013-10-19,31,194,9.59,"No",49200
2013-10-20,16,146,9.26,"No",46881
2013-10-21,15,73,12.43,"No",42050
2013-10-22,13,76,7.13,"No",45332
2013-10-23,15,98,8.22,"No",47482
2013-10-24,25,101,8.84,"No",44470
2013-10-25,31,165,14.12,"No",58791
2013-10-26,24,209,9.42,"No",49263
2013-10-27,13,149,9.73,"No",45999
2013-10-28,17,104,10.27,"No",44404
2013-10-29,14,104,7.17,"No",46970
2013-10-30,14,91,6.66,"No",40238
2013-10-31,30,69,6.74,"No",47819
2013-11-01,26,119,10.24,"No",50182
2013-11-02,27,188,12.09,"No",61931
2013-11-03,31,166,13.83,"No",58021
2013-11-04,13,78,7.66,"No",53310
2013-11-05,21,93,8.53,"No",49528
2013-11-06,23,90,10.1,"No",37127
2013-11-07,25,90,12.16,"No",58438
2013-11-08,19,159,7.42,"No",60241
2013-11-09,77,917,9.18,"Yes",112194
2013-11-10,69,701,13.87,"Yes",118759
2013-11-11,42,633,12.95,"Yes",107447
2013-11-12,19,99,12,"No",59863
2013-11-13,15,93,7.87,"No",56404
2013-11-14,24,108,13.5,"No",53373
2013-11-15,27,139,12.57,"No",55316
2013-11-16,24,256,9.1,"No",69373
2013-11-17,22,191,10.68,"No",63493
2013-11-18,13,108,8.93,"No",57343
2013-11-19,15,92,15.88,"No",62904
2013-11-20,20,95,12.42,"No",60184
2013-11-21,19,113,10.6,"No",52382
2013-11-22,23,147,12.27,"No",61251
2013-11-23,36,312,15.67,"No",80011
2013-11-24,66,217,12.09,"No",65690
2013-11-25,18,119,14.27,"No",69237
2013-11-26,17,116,13.57,"No",68470
2013-11-27,35,237,23.25,"No",91900
2013-11-28,58,532,18.97,"No",91153
2013-11-29,85,1105,20.97,"No",153255
2013-11-30,30,357,23.65,"No",103991
2013-12-01,30,255,17.5,"No",74303
2013-12-02,21,121,13.67,"No",71661
2013-12-03,15,90,16.01,"No",82428
2013-12-04,13,136,15.51,"No",60937
2013-12-05,30,120,18.26,"No",72833
2013-12-06,29,168,12.49,"No",75580
2013-12-07,41,255,15.17,"No",76537
2013-12-08,27,243,16.12,"No",68337
2013-12-09,20,126,14.59,"No",72386
2013-12-10,20,132,19.23,"No",71111
2013-12-11,16,152,16.17,"No",61570
2013-12-12,30,165,13.36,"No",64893
2013-12-13,28,197,14.83,"No",77556
2013-12-14,61,414,27.04,"No",113974
2013-12-15,22,303,23.34,"No",79362
2013-12-16,17,188,19.28,"No",74330
2013-12-17,15,187,16.54,"No",64265
2013-12-18,18,252,18.35,"No",75519
2013-12-19,30,225,18.03,"No",76019
2013-12-20,19,317,18.42,"No",79533
2013-12-21,36,458,22.97,"No",71516
2013-12-22,27,475,21.18,"No",95557
2013-12-23,16,425,18.75,"No",106029
2013-12-24,20,209,21.18,"No",66580
2013-12-25,0,0,0,"No",0
2013-12-26,27,423,16.61,"No",83700
2013-12-27,25,276,19.35,"No",85283
2013-12-28,23,360,16.73,"No",74210
2013-12-29,17,287,21.34,"No",78641
2013-12-30,17,342,15.14,"No",77576
2013-12-31,21,269,16.64,"No",64577
2014-01-01,17,157,19.15,"No",60975
2014-01-02,17,175,17.06,"No",56136
2014-01-03,23,178,12.52,"No",51043
2014-01-04,19,218,19.99,"No",66171
2014-01-05,18,137,17.87,"No",59696
2014-01-06,13,95,20.87,"No",49215
2014-01-07,11,93,18.21,"No",55556
2014-01-08,16,95,18.49,"No",48237
2014-01-09,18,101,16.61,"No",53836
2014-01-10,24,124,15.48,"No",55243
2014-01-11,25,182,15.7,"No",57560
2014-01-12,29,144,18.34,"No",52049
2014-01-13,10,83,13.42,"No",46333
2014-01-14,13,92,17,"No",49599
2014-01-15,13,92,15,"No",37711
2014-01-16,24,92,17.18,"No",48195
2014-01-17,14,103,15.71,"No",53964
2014-01-18,35,689,16.82,"Yes",81364
2014-01-19,48,463,16.96,"Yes",63086
2014-01-20,31,413,18.26,"Yes",53616
2014-01-21,10,74,12.7,"No",34729
2014-01-22,12,85,15.06,"No",34272
2014-01-23,24,77,12.39,"No",31752
2014-01-24,22,122,14.03,"No",36008
2014-01-25,17,165,13.54,"No",44687
2014-01-26,21,150,11.87,"No",35334
2014-01-27,11,74,16.59,"No",33081
2014-01-28,16,82,10.06,"No",32518
2014-01-29,10,82,14.51,"No",29639
2014-01-30,22,79,12.32,"No",28327
2014-01-31,21,90,7.01,"No",30686
2014-02-01,20,160,9.59,"No",35363
2014-02-02,18,90,10.09,"No",27745
2014-02-03,10,73,5.62,"No",28000
2014-02-04,11,51,9.59,"No",26481
2014-02-05,13,59,8.06,"No",28546
2014-02-06,19,64,10.72,"No",31681
2014-02-07,15,103,11.4,"No",30934
2014-02-08,32,192,11.22,"No",38859
2014-02-09,23,136,8.74,"No",42119
2014-02-10,19,69,5.9,"No",28109
2014-02-11,13,89,10.75,"No",34032
2014-02-12,13,94,11.36,"No",32637
2014-02-13,23,125,7.8,"No",28738
2014-02-14,19,166,8.09,"No",35529
2014-02-15,66,617,12.99,"Yes",72639
2014-02-16,51,544,11.42,"Yes",66425
2014-02-17,28,419,9.91,"Yes",61519
2014-02-18,18,64,9.86,"No",32546
2014-02-19,11,82,10.36,"No",35221
2014-02-20,19,66,12.95,"No",25316
2014-02-21,29,88,12.19,"No",33092
2014-02-22,29,159,9.7,"No",31934
2014-02-23,15,107,7.87,"No",28618
2014-02-24,13,58,8.42,"No",27414
2014-02-25,13,63,10.92,"No",27637
2014-02-26,10,66,10.6,"No",35402
2014-02-27,18,60,7.43,"No",27506
2014-02-28,21,79,6.82,"No",40853
2014-03-01,22,136,8.05,"No",42069
2014-03-02,18,109,6.04,"No",33756
2014-03-03,11,65,8.09,"No",29661
2014-03-04,12,63,7.21,"No",30804
2014-03-05,11,67,8.04,"No",32668
2014-03-06,21,73,7.13,"No",40452
2014-03-07,18,86,13.4,"No",30147
2014-03-08,20,154,9.73,"No",43578
2014-03-09,29,110,11.06,"No",32921
2014-03-10,14,70,8.35,"No",42364
2014-03-11,12,62,7.02,"No",32625
2014-03-12,14,70,7.44,"No",32704
2014-03-13,18,75,10.98,"No",31822
2014-03-14,18,126,8.81,"No",41783
2014-03-15,22,187,11.28,"No",42210
2014-03-16,18,139,9.46,"No",43200
2014-03-17,12,83,7.89,"No",38388
2014-03-18,12,72,10.52,"No",32568
2014-03-19,16,91,7.05,"No",35232
2014-03-20,18,85,9.56,"No",32948
2014-03-21,22,117,8.78,"No",30500
2014-03-22,26,183,9.24,"No",43841
2014-03-23,21,133,10.85,"No",30775
2014-03-24,11,74,8.41,"No",35433
2014-03-25,13,90,11.4,"No",33959
2014-03-26,15,92,8.87,"No",30864
2014-03-27,26,105,10.32,"No",27058
2014-03-28,27,134,14.18,"No",48764
2014-03-29,23,192,12.52,"No",46627
2014-03-30,17,134,14.71,"No",37544
2014-03-31,10,97,6.97,"No",36594
2014-04-01,11,76,11.94,"No",29111
2014-04-02,13,89,8.25,"No",31723
2014-04-03,16,84,11.4,"No",35000
2014-04-04,19,107,11.21,"No",38267
2014-04-05,20,182,11.06,"No",39104
2014-04-06,19,146,9.36,"No",32669
2014-04-07,11,76,9.32,"No",31464
2014-04-08,10,83,8.89,"No",35668
2014-04-09,12,83,9.74,"No",44241
2014-04-10,16,85,10.63,"No",31363
2014-04-11,27,124,7.6,"No",37368
2014-04-12,17,192,7.48,"No",35179
2014-04-13,15,137,9.81,"No",40109
2014-04-14,12,90,6.83,"No",35733
2014-04-15,12,108,7.39,"No",36752
2014-04-16,15,101,9.56,"No",30683
2014-04-17,15,123,7.69,"No",41618
2014-04-18,25,187,13.55,"No",58069
2014-04-19,26,221,16.41,"No",47013
2014-04-20,7,0,NA,"No",30812
2014-04-21,9,95,16.04,"No",41069
